texto,dependencia
"zapatos del gobierno, Cuándo dan las mochilas",Secretaría de Bienestar (SEDESOL Yucatán)
Apoyo económico para seguir estudiando la carrera,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Apoyo económico para seguir estudiando la carrera.",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Apoyo económico para seguir estudiando la carrera.",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Apoyo económico para seguir estudiando la carrera.",Secretaría de Bienestar (SEDESOL Yucatán)
Inscripción para Juventudes Renacimiento,Secretaría de Bienestar (SEDESOL Yucatán)
Inscripción para Juventudes Renacimiento.,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Inscripción para Juventudes Renacimiento. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Inscripción para Juventudes Renacimiento",Secretaría de Bienestar (SEDESOL Yucatán)
Mi casa tiene piso de tierra y quiero cemento,Secretaría de Bienestar (SEDESOL Yucatán)
"Mi casa tiene piso de tierra, quiero cemento",Secretaría de Bienestar (SEDESOL Yucatán)
Mi casa tiene piso de tierra y busco cemento,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Mi casa tiene piso de tierra y quiero cemento, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
Necesito un cuarto más porque dormimos todos amontonados,Secretaría de Bienestar (SEDESOL Yucatán)
Necesito un cuarto más porque dormimos todos amontonados.,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Preciso un cuarto más porque dormimos todos amontonados",Secretaría de Bienestar (SEDESOL Yucatán)
Requiero un cuarto más porque dormimos todos amontonados. Por favor ayúdenme.,Secretaría de Bienestar (SEDESOL Yucatán)
Apoyo para construir una habitación,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Apoyo para construir una habitación. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Apoyo para construir una habitación, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
Apoyo para construir una habitación.,Secretaría de Bienestar (SEDESOL Yucatán)
Programa de vivienda para cuartos dormitorios,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Programa de vivienda para cuartos dormitorios",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Programa de vivienda para cuartos dormitorios.",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Programa de vivienda para cuartos dormitorios.",Secretaría de Bienestar (SEDESOL Yucatán)
Soy mamá soltera y necesito ayuda económica,Secretaría de Bienestar (SEDESOL Yucatán)
"necesito ayuda económica, Soy mamá soltera",Secretaría de Bienestar (SEDESOL Yucatán)
Soy mamá soltera y preciso ayuda económica.,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Soy mamá soltera, me hace falta ayuda económica.",Secretaría de Bienestar (SEDESOL Yucatán)
Requisitos para el programa Mujeres Renacimiento,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Requisitos para el programa Mujeres Renacimiento. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
Requisitos para el programa Mujeres Renacimiento. Por favor ayúdenme.,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Requisitos para el programa Mujeres Renacimiento.",Secretaría de Bienestar (SEDESOL Yucatán)
Apoyo para madres que trabajan y mantienen a sus hijos,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Apoyo para madres que trabajan y mantienen a sus hijos, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
Apoyo para madres que trabajan y mantienen a sus hijos.,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Apoyo para madres que trabajan y mantienen a sus hijos.",Secretaría de Bienestar (SEDESOL Yucatán)
Inscripción a la tarjeta para mujeres,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Inscripción a la tarjeta para mujeres.",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Inscripción a la tarjeta para mujeres. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Inscripción a la tarjeta para mujeres. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
Quiero un préstamo para comprar mercancía,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Quiero un préstamo para comprar mercancía.",Secretaría de Bienestar (SEDESOL Yucatán)
Me gustaría un préstamo para comprar mercancía,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Deseo un préstamo para comprar mercancía",Secretaría de Bienestar (SEDESOL Yucatán)
Necesito dinero para herramientas de mi taller,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Necesito dinero para herramientas de mi taller.",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Necesito dinero para herramientas de mi taller",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Requiero dinero para herramientas de mi taller, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
Créditos para iniciar un negocio,Secretaría de Bienestar (SEDESOL Yucatán)
"Créditos para iniciar un negocio, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Créditos para iniciar un negocio",Secretaría de Bienestar (SEDESOL Yucatán)
Créditos para iniciar un negocio.,Secretaría de Bienestar (SEDESOL Yucatán)
Soy trabajador independiente y necesito financiamiento,Secretaría de Bienestar (SEDESOL Yucatán)
"Soy trabajador independiente y me hace falta financiamiento, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Soy trabajador independiente y necesito financiamiento.",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Soy trabajador independiente y necesito financiamiento, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
Apoyo para comprar maquinaria,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Apoyo para comprar maquinaria, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
Apoyo para comprar maquinaria.,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Apoyo para comprar maquinaria.",Secretaría de Bienestar (SEDESOL Yucatán)
Tengo un familiar internado en el O'Horán y no tengo dónde dormir,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Tengo un familiar internado en el O'Horán y no tengo dónde dormir, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
Tengo un familiar internado en el O'Horán y no tengo dónde dormir.,Secretaría de Bienestar (SEDESOL Yucatán)
Tengo un familiar internado en el O'Horán y estoy sin en qué lugar dormir,Secretaría de Bienestar (SEDESOL Yucatán)
"Necesito comida, estoy cuidando a un paciente",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Necesito comida, estoy cuidando a un paciente",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Necesito comida, estoy cuidando a un paciente.",Secretaría de Bienestar (SEDESOL Yucatán)
"estoy cuidando a un paciente, Necesito comida",Secretaría de Bienestar (SEDESOL Yucatán)
¿Hay algún albergue cerca del hospital?,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, ¿Hay algún albergue cerca del hospital?",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, ¿Hay algún albergue cerca del hospital?. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, ¿Hay algún albergue cerca del hospital?",Secretaría de Bienestar (SEDESOL Yucatán)
Lugar para bañarse cerca del O'Horán,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Lugar para bañarse cerca del O'Horán.",Secretaría de Bienestar (SEDESOL Yucatán)
Lugar para bañarse cerca del O'Horán. Por favor ayúdenme.,Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Lugar para bañarse cerca del O'Horán.",Secretaría de Bienestar (SEDESOL Yucatán)
Soy una persona de bajos recursos y necesito ayuda,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, necesito ayuda, Soy una persona de bajos recursos.",Secretaría de Bienestar (SEDESOL Yucatán)
"Soy una persona de bajos recursos, necesito ayuda",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Soy una persona de bajos recursos, necesito asistencia. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
Solicitud de despensa o apoyo económico,Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Solicitud de despensa o apoyo económico, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
"Por favor, Solicitud de despensa o apoyo económico",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Solicitud de despensa o apoyo económico",Secretaría de Bienestar (SEDESOL Yucatán)
Estoy en situación de calle o muy vulnerable,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Estoy en situación de calle o muy vulnerable. Por favor ayúdenme.",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Estoy en situación de calle o muy vulnerable",Secretaría de Bienestar (SEDESOL Yucatán)
"Buen día, Estoy en situación de calle o muy vulnerable.",Secretaría de Bienestar (SEDESOL Yucatán)
Ventanilla única de apoyos,Secretaría de Bienestar (SEDESOL Yucatán)
Ventanilla única de apoyos. Por favor ayúdenme.,Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Ventanilla única de apoyos",Secretaría de Bienestar (SEDESOL Yucatán)
"Hola, Ventanilla única de apoyos, gracias",Secretaría de Bienestar (SEDESOL Yucatán)
Mi hijo sacó puro 10 y quiero ver si le dan beca,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Mi hijo sacó puro 10 y quiero ver si le dan beca, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Buen día, Mi hijo sacó puro 10, quiero ver si le dan beca.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Mi hijo sacó puro 10 y me gustaría ver si le dan beca. Por favor ayúdenme.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Soy deportista de alto rendimiento y necesito apoyo,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Buen día, Soy deportista de alto rendimiento y requiero apoyo. Por favor ayúdenme.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Soy deportista de alto rendimiento y necesito apoyo",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Hola, Soy deportista de alto rendimiento y requiero apoyo.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Beca por promedio para secundaria,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Beca por promedio para secundaria.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Buen día, Beca por promedio para secundaria",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Beca por promedio para secundaria. Por favor ayúdenme.,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Convocatoria para alumnos destacados en arte,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Buen día, Convocatoria para alumnos destacados en arte. Por favor ayúdenme.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Convocatoria para alumnos destacados en arte. Por favor ayúdenme.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Convocatoria para alumnos destacados en arte. Por favor ayúdenme.,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Premios al esfuerzo educativo,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Hola, Premios al esfuerzo educativo, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Premios al esfuerzo educativo, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Premios al esfuerzo educativo, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Mi papá es policía estatal y me dijeron que tengo beca,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, me dijeron que tengo beca, Mi papá es policía estatal, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Hola, Mi papá es policía estatal, me dijeron que tengo beca",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Mi papá es policía estatal, me dijeron que tengo beca",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Soy mujer y voy a estudiar una ingeniería, hay apoyos?",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Buen día, voy a estudiar una ingeniería, Soy mujer, hay apoyos?, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"hay apoyos?, voy a estudiar una ingeniería, Soy mujer",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Soy mujer y voy a estudiar una ingeniería, hay apoyos?, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Beca para carreras de tecnología,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Beca para carreras de tecnología. Por favor ayúdenme.,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Beca para carreras de tecnología. Por favor ayúdenme.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Beca para carreras de tecnología, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Exención de colegiatura para hijos de agentes,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Exención de colegiatura para hijos de agentes, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Buen día, Exención de colegiatura para hijos de agentes. Por favor ayúdenme.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Hola, Exención de colegiatura para hijos de agentes",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Apoyo para estudiar matemáticas o ciencias,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, Apoyo para estudiar matemáticas o ciencias. Por favor ayúdenme.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Buen día, Apoyo para estudiar matemáticas o ciencias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Apoyo para estudiar matemáticas o ciencias.,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
¿Cuándo entregan los útiles en la escuela?,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Hola, ¿Cuándo entregan los útiles en la escuela?, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Buen día, ¿Cuándo entregan los útiles en la escuela?",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Por favor, ¿Cuándo entregan los útiles en la escuela?. Por favor ayúdenme.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
A mi hijo no le llegó su mochila,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
A mi hijo no le llegó su mochila. Por favor ayúdenme.,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Hola, A mi hijo no le llegó su mochila.",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
"Hola, A mi hijo no le llegó su mochila, gracias",Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
Paquete de útiles escolares para secundaria,Secretaría de Educación del Gobierno del Estado de Yucatán (SEGEY)
